,index,PRES,TMPK,DWPK,RELH,UWND,VWND,HGHT,TIME,LAT,LON,lat,lon,time,deltat,plev,u,v,error_era5,u_error,v_error,error_mag
33,33,641.0,269.05,250.05,21.24,23.6,-4.16,3723.9,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,15.444524383544923,-6.256781253814697,16.66375243131032
34,34,640.0,269.45,245.45,13.59,24.02,-4.24,3736.21,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,15.864524383544921,-6.3367812538146975,17.083264634571133
35,35,639.0,269.65,242.65,10.31,24.44,-4.31,3748.55,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,16.284524383544923,-6.406781253814697,17.499502290993895
36,36,635.0,269.65,251.65,23.37,26.11,-4.6,3798.12,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,17.95452438354492,-6.696781253814697,19.16277185066798
37,37,634.0,269.65,256.65,35.82,26.53,-4.68,3810.57,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,18.374524383544923,-6.776781253814697,19.584379246826828
38,38,632.0,269.38,258.38,42.18,27.38,-4.83,3835.51,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,19.22452438354492,-6.926781253814697,20.43434942227699
39,39,631.0,269.25,259.25,45.74,27.48,-4.76,3848.02,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,19.324524383544922,-6.856781253814697,20.504943106794684
40,40,629.0,269.25,262.25,58.25,27.69,-4.62,3873.07,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,639.0999755859375,8.155476,2.0967813,3.7918072,19.534524383544923,-6.716781253814697,20.657027697684576
41,41,628.0,269.45,261.45,53.84,27.79,-4.55,3885.63,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,25.231631078720092,-11.844629096984864,27.87347207180645
42,42,627.0,269.65,253.65,27.79,27.89,-4.48,3898.21,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,25.331631078720093,-11.774629096984864,27.934448687596113
43,43,626.0,269.65,251.65,23.37,28.0,-4.41,3910.82,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,25.441631078720093,-11.704629096984863,28.004909109720042
44,44,623.0,269.25,259.25,45.74,28.31,-4.19,3948.74,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,25.75163107872009,-11.484629096984865,28.196510576839362
45,45,621.0,269.05,264.35,69.77,28.51,-4.04,3974.11,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,25.951631078720094,-11.334629096984862,28.31891545261235
46,46,619.0,268.65,267.55,92.01,28.72,-3.89,3999.54,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,26.16163107872009,-11.184629096984864,28.45218565833165
47,47,612.0,267.85,267.85,100.0,29.44,-3.33,4089.05,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,617.5,2.558369,7.294629,14.031767,26.881631078720094,-10.624629096984863,28.905100465158522
48,48,605.0,267.25,267.25,100.0,30.15,-2.73,4179.35,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,24.132556343078612,-3.76762423992157,24.424890338855327
49,49,604.0,267.13,267.13,100.0,30.25,-2.65,4192.3,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,24.232556343078613,-3.6876242399215697,24.511535232525453
50,50,597.0,266.25,266.25,100.0,30.16,-2.98,4283.52,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,24.142556343078613,-4.01762423992157,24.47456498718477
51,51,595.0,266.05,264.95,91.84,30.13,-3.08,4309.72,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,24.112556343078612,-4.11762423992157,24.461606708867887
52,52,591.0,265.45,264.45,92.52,30.07,-3.27,4362.29,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,24.052556343078614,-4.307624239921569,24.435242851859098
53,53,590.0,265.45,265.35,99.23,30.05,-3.32,4375.47,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,24.032556343078614,-4.35762423992157,24.42442739143745
54,54,586.0,265.05,262.95,84.83,29.99,-3.51,4428.38,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,596.2999877929688,6.0174437,1.0376242,8.439047,23.97255634307861,-4.54762423992157,24.400089013149127
55,55,585.0,265.05,257.05,52.57,29.98,-3.56,4441.65,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,575.5,5.9003153,-2.9792955,8.857157,24.079684715270997,-0.5807045078277588,24.08668581835756
56,56,583.0,265.25,249.25,26.43,29.95,-3.66,4468.25,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,575.5,5.9003153,-2.9792955,8.857157,24.049684715270995,-0.6807045078277589,24.05931614844687
57,57,579.0,265.25,231.25,4.6,29.88,-3.85,4521.71,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,575.5,5.9003153,-2.9792955,8.857157,23.979684715270995,-0.8707045078277589,23.995487187880826
58,58,564.0,264.85,232.85,5.61,29.63,-4.59,4725.34,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,555.2000122070312,2.789953,0.7822945,20.646942,26.840047006607055,-5.372294511795044,27.37242538830528
59,59,563.0,264.85,232.85,5.61,29.61,-4.64,4739.09,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,555.2000122070312,2.789953,0.7822945,20.646942,26.820047006607055,-5.422294511795044,27.362678947962216
60,60,562.0,265.05,236.05,7.67,29.59,-4.69,4752.88,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,555.2000122070312,2.789953,0.7822945,20.646942,26.800047006607056,-5.472294511795044,27.3530350560988
61,61,560.0,265.45,254.45,40.95,29.56,-4.79,4780.57,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,555.2000122070312,2.789953,0.7822945,20.646942,26.770047006607054,-5.572294511795044,27.34384542931247
62,62,552.0,264.5,255.18,46.91,29.41,-5.19,4891.76,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,555.2000122070312,2.789953,0.7822945,20.646942,26.620047006607056,-5.972294511795044,27.28177421594106
63,63,532.0,262.05,257.05,66.56,29.29,-3.09,5176.93,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,535.2000122070312,0.5799774,2.1179268,23.147915,28.71002260684967,-5.207926836013794,29.17855205480717
64,64,530.0,262.05,255.05,56.27,29.27,-2.88,5205.85,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,535.2000122070312,0.5799774,2.1179268,23.147915,28.69002260684967,-4.997926836013794,29.122099337782846
65,65,528.0,261.85,255.85,61.17,29.25,-2.67,5234.86,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,535.2000122070312,0.5799774,2.1179268,23.147915,28.67002260684967,-4.787926836013794,29.067067957815976
66,66,525.0,261.65,255.65,61.12,29.21,-2.35,5278.56,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,515.7000122070312,0.99290645,-1.1177791,30.509922,28.21709354877472,-1.2322208642959596,28.24398584829539
67,67,520.0,260.85,255.85,66.27,29.14,-1.82,5351.81,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,515.7000122070312,0.99290645,-1.1177791,30.509922,28.14709354877472,-0.7022208642959595,28.155851778728486
68,68,515.0,260.25,254.25,60.75,29.06,-1.29,5425.56,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,515.7000122070312,0.99290645,-1.1177791,30.509922,28.067093548774718,-0.1722208642959595,28.06762192102798
69,69,510.0,259.65,254.65,65.99,28.97,-0.75,5499.86,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,515.7000122070312,0.99290645,-1.1177791,30.509922,27.977093548774718,0.3677791357040405,27.9795108057584
70,70,509.0,259.45,253.45,60.53,28.95,-0.64,5514.79,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,515.7000122070312,0.99290645,-1.1177791,30.509922,27.95709354877472,0.4777791357040405,27.961175808564544
71,71,506.0,259.05,253.05,60.43,28.89,-0.32,5559.68,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,27.69009424686432,3.907306365966797,27.964412427901166
72,72,503.0,258.45,254.45,71.56,28.83,-0.0,5604.75,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,27.630094246864317,4.227306365966797,27.951605091699978
73,73,501.0,258.05,254.65,75.23,29.17,-0.0,5634.9,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,27.97009424686432,4.227306365966797,28.287741007196313
74,74,500.0,258.05,254.65,75.23,29.34,-0.0,5650.0,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,28.14009424686432,4.227306365966797,28.45584339523518
75,75,498.0,257.65,253.95,73.25,29.52,0.3,5680.23,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,28.32009424686432,4.527306365966797,28.679683420194877
76,76,495.0,257.25,252.25,65.4,29.78,0.76,5725.73,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,28.58009424686432,4.987306365966797,29.011980489922777
77,77,494.0,257.25,252.25,65.4,29.87,0.91,5740.94,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,28.67009424686432,5.137306365966797,29.126726915702108
78,78,493.0,257.65,255.25,81.81,29.95,1.07,5756.2,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,28.750094246864318,5.297306365966797,29.234044775543687
79,79,492.0,257.85,255.75,83.94,30.04,1.22,5771.51,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,496.6000061035156,1.1999058,-4.2273064,29.454437,28.840094246864318,5.447306365966797,29.350028668005056
80,80,483.0,257.29,255.0,82.54,30.77,2.69,5910.45,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,478.0,6.594301,-3.2909682,24.508501,24.175698776245117,5.980968179702758,24.90454560288857
81,81,473.0,256.65,254.15,80.97,33.12,2.18,6067.9,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,478.0,6.594301,-3.2909682,24.508501,26.525698776245115,5.4709681797027585,27.084020905164945
82,82,467.0,256.45,254.55,85.19,34.55,1.81,6163.71,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,459.70001220703125,17.537853,-11.401346,21.178373,17.0121467590332,13.21134620666504,21.539563736140213
83,83,453.0,255.45,253.55,85.07,37.93,0.79,6391.6,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,459.70001220703125,17.537853,-11.401346,21.178373,20.392146759033203,12.191346206665038,23.75854734138252
84,84,448.0,255.45,252.55,78.04,39.16,0.36,6474.53,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,441.8999938964844,8.358323,-6.93737,30.535587,30.801676902770993,7.297369823455811,31.654303125530653
85,85,444.0,254.92,252.2,79.19,40.15,-0.0,6540.96,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,441.8999938964844,8.358323,-6.93737,30.535587,31.791676902770995,6.9373698234558105,32.53978826540791
86,86,430.0,253.02,250.95,83.51,40.15,-0.0,6778.28,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,424.5,0.6566897,-1.7738316,40.30048,39.49331029653549,1.7738316059112549,39.53312581550523
87,87,416.0,251.05,249.65,88.37,39.68,-0.0,7023.44,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,424.5,0.6566897,-1.7738316,40.30048,39.02331029653549,1.7738316059112549,39.06360486521722
88,88,404.0,249.25,247.85,88.19,39.26,-0.0,7237.56,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,407.5,9.597699,-1.9397238,31.553995,29.66230083465576,1.9397238492965698,29.72565591231167
89,89,400.0,248.65,247.45,89.74,39.12,-0.0,7310.0,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,407.5,9.597699,-1.9397238,31.553995,29.52230083465576,1.9397238492965698,29.585955708468266
90,90,392.0,247.45,247.05,96.43,39.12,-0.0,7457.07,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,390.8999938964844,24.842491,-12.994607,15.584525,14.277508850097654,12.994606971740723,19.305622738327543
91,91,389.0,247.05,246.15,92.1,39.12,-0.0,7512.82,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,390.8999938964844,24.842491,-12.994607,15.584525,14.277508850097654,12.994606971740723,19.305622738327543
92,92,381.0,245.85,245.45,96.38,39.61,-0.55,7663.11,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,374.70001220703125,17.711287,-11.660013,25.214626,21.898713455200195,11.110013198852538,24.55577415337671
93,93,375.0,245.05,242.15,76.14,39.98,-0.98,7777.43,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,374.70001220703125,17.711287,-11.660013,25.214626,22.268713455200192,10.680013198852539,24.697333477067488
94,94,352.0,241.65,238.45,73.27,41.4,-2.78,8229.34,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,359.0,8.258885,-4.0035944,35.04306,33.14111461639404,1.2235943984985354,33.16369492787262
95,95,336.0,238.85,236.15,76.42,42.4,-4.19,8557.22,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,328.70001220703125,9.5855875,-4.061609,33.724678,32.81441249847412,-0.12839120864868203,32.81466367224374
96,96,325.0,236.85,233.35,69.99,43.08,-5.23,8789.47,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,328.70001220703125,9.5855875,-4.061609,33.724678,33.49441249847412,-1.168391208648682,33.514784896137805
97,97,320.0,235.85,232.95,74.26,43.39,-5.72,8896.96,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,314.1000061035156,10.588937,-4.657249,36.142727,32.8010631942749,-1.0627510261535642,32.81827518957092
98,98,318.0,235.45,231.65,67.48,43.51,-5.93,8940.3,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,314.1000061035156,10.588937,-4.657249,36.142727,32.9210631942749,-1.2727510261535642,32.94565672461268
99,99,316.0,235.25,229.25,53.31,43.64,-6.13,8983.85,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,314.1000061035156,10.588937,-4.657249,36.142727,33.0510631942749,-1.4727510261535643,33.083859718252185
100,100,307.0,233.45,228.95,62.08,44.19,-7.09,9182.47,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,300.0,11.438292,-4.7874475,35.284492,32.75170845031738,-2.302552547454834,32.83254718489538
101,101,300.0,232.25,226.25,52.3,44.61,-7.87,9340.0,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,300.0,11.438292,-4.7874475,35.284492,33.17170845031738,-3.082552547454834,33.314626993569625
102,102,298.0,231.65,226.75,58.89,44.78,-7.9,9385.35,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,300.0,11.438292,-4.7874475,35.284492,33.341708450317384,-3.1125525474548343,33.486676540777125
103,103,294.0,230.87,225.71,57.01,45.12,-7.96,9476.18,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,300.0,11.438292,-4.7874475,35.284492,33.68170845031738,-3.172552547454834,33.83079327770106
104,104,281.0,228.25,222.25,50.92,44.56,-7.86,9780.15,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,286.29998779296875,13.548215,-4.399116,33.305073,31.01178508758545,-3.4608839607238773,31.204303102427765
105,105,278.0,227.45,222.45,56.89,44.43,-7.83,9851.64,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,272.8999938964844,15.484,-4.7367077,29.99205,28.945999794006347,-3.0932923126220704,29.11081176137042
106,106,274.0,226.85,218.85,39.75,44.25,-7.8,9947.86,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,272.8999938964844,15.484,-4.7367077,29.99205,28.765999794006348,-3.06329231262207,28.928645041573287
107,107,271.0,226.25,219.25,44.57,44.11,-7.78,10020.76,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,272.8999938964844,15.484,-4.7367077,29.99205,28.625999794006347,-3.0432923126220706,28.787314781106556
108,108,269.0,225.85,216.85,34.84,44.02,-7.76,10069.7,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,272.8999938964844,15.484,-4.7367077,29.99205,28.53599979400635,-3.02329231262207,28.69570665885561
109,109,264.0,224.45,217.45,43.9,43.79,-7.72,10193.17,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,260.0,15.997538,-4.925543,29.446983,27.79246238708496,-2.7944571685791013,27.932596664194243
110,110,260.0,224.13,216.33,39.68,43.6,-7.69,10293.23,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,260.0,15.997538,-4.925543,29.446983,27.602462387084962,-2.764457168579102,27.740550702308497
111,111,259.0,224.05,216.05,38.68,43.36,-7.26,10318.49,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,260.0,15.997538,-4.925543,29.446983,27.36246238708496,-2.3344571685791013,27.461865161648607
112,112,257.0,224.05,217.05,43.75,42.88,-6.42,10369.26,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,260.0,15.997538,-4.925543,29.446983,26.882462387084963,-1.4944571685791015,26.923970476542927
113,113,254.0,224.05,214.05,30.11,42.11,-5.19,10446.15,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,260.0,15.997538,-4.925543,29.446983,26.11246238708496,-0.26445716857910195,26.11380151396843
114,114,252.0,223.85,212.85,26.44,41.58,-4.38,10497.89,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,247.39999389648438,15.702267,-4.6777186,29.79716,25.877733306884764,0.2977186393737794,25.879445849756593
115,115,251.0,223.85,212.85,26.44,41.3,-3.98,10523.9,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,247.39999389648438,15.702267,-4.6777186,29.79716,25.597733306884763,0.6977186393737793,25.607240416533116
116,116,250.0,223.45,213.45,29.88,41.02,-3.59,10550.0,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,247.39999389648438,15.702267,-4.6777186,29.79716,25.31773330688477,1.0877186393737794,25.34108820940773
117,117,245.0,222.46,213.36,33.1,40.67,-0.0,10681.33,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,247.39999389648438,15.702267,-4.6777186,29.79716,24.967733306884767,4.677718639373779,25.402140818302456
118,118,239.0,221.25,213.25,37.59,41.74,-0.69,10842.51,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,235.1999969482422,14.119605,-3.5381107,28.801245,27.620394935607912,2.8481107330322266,27.766849859978148
119,119,233.0,219.45,214.55,54.84,42.82,-1.44,11006.3,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,235.1999969482422,14.119605,-3.5381107,28.801245,28.70039493560791,2.0981107330322266,28.776982783258102
120,120,229.0,218.45,214.25,59.54,43.55,-1.97,11117.15,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,223.39999389648438,13.616675,-2.8976014,29.426065,29.933324623107907,0.9276013660430908,29.947693855898873
121,121,227.0,218.05,213.05,53.65,43.92,-2.24,11173.12,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,223.39999389648438,13.616675,-2.8976014,29.426065,30.303324623107912,0.6576013660430906,30.310458966668254
122,122,223.0,218.05,209.05,31.8,44.66,-2.81,11286.45,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,223.39999389648438,13.616675,-2.8976014,29.426065,31.043324623107907,0.08760136604309077,31.043448224303148
123,123,222.0,218.05,209.05,31.8,44.84,-2.96,11315.1,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,223.39999389648438,13.616675,-2.8976014,29.426065,31.223324623107914,-0.062398633956909144,31.223386973701245
124,124,215.0,217.04,208.04,31.4,46.15,-4.04,11518.6,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,212.0,14.329741,-2.680649,27.468452,31.820259475708006,-1.3593509578704834,31.849281752153352
125,125,211.0,216.45,207.45,31.16,43.6,-7.69,11637.88,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,212.0,14.329741,-2.680649,27.468452,29.27025947570801,-5.009350957870484,29.69581934876343
126,126,208.0,217.85,202.85,13.81,41.92,-8.41,11728.79,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,212.0,14.329741,-2.680649,27.468452,27.59025947570801,-5.7293509578704835,28.178855199162136
127,127,201.0,220.05,201.05,8.17,37.88,-9.82,11947.92,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,201.0,13.736581,-0.3817228,28.390615,24.143419151306155,-9.438277192115784,25.922688222305762
128,128,200.0,220.05,201.05,8.17,37.29,-9.99,11980.0,2020-07-07 12:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 10:04:48,201.0,13.736581,-0.3817228,28.390615,23.55341915130615,-9.608277192115784,25.437817208197085
